Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Vote_Group,Release_Year
04-10-2012,Frankenweenie,36.696,2638,6.9,"['Animation', 'Comedy', 'Family']",Medium,2012
25-05-2017,47 Meters Down,36.692,2308,5.8,"['Horror', 'Drama', 'Thriller', 'Adventure']",Medium,2017
22-06-1984,The Karate Kid,36.688,3202,7.2,"['Action', 'Family', 'Drama']",High,1984
28-01-2022,The Black Phone,36.686,5,8.2,['Horror'],High,2022
20-03-1986,Police Academy 3: Back in Training,36.686,923,5.7,"['Comedy', 'Crime']",Medium,1986
08-09-2021,JJ+E,36.672,64,5.5,"['Romance', 'Drama']",Medium,2021
20-10-2006,Night at the Museum,36.658,8493,6.6,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Medium,2006
23-04-2004,Man on Fire,36.644,4024,7.4,"['Action', 'Drama', 'Thriller']",High,2004
11-04-2003,Anger Management,36.626,2464,6.1,['Comedy'],Medium,2003
28-07-1999,Deep Blue Sea,36.624,1884,5.9,"['Action', 'Horror', 'ScienceFiction']",Medium,1999
26-03-2019,Aquaman: Heroines of Atlantis,36.616,18,7.4,['Documentary'],High,2019
01-04-2016,Garo: Divine Flame,36.614,10,5.3,"['Action', 'Animation']",Medium,2016
16-01-2018,12 Strong,36.611,2271,6.1,"['War', 'Drama', 'Action', 'History']",Medium,2018
03-08-2007,The Bourne Ultimatum,36.591,6322,7.4,"['Action', 'Drama', 'Mystery', 'Thriller']",High,2007
11-09-2020,The Boy from Medellín,36.588,81,5.9,"['Documentary', 'Music']",Medium,2020
17-12-2016,The Moment You Fall in Love,36.588,116,7.6,"['Drama', 'Animation', 'Romance', 'Comedy']",High,2016
23-11-2007,[REC],36.562,3337,7.2,"['Horror', 'Mystery']",High,2007
08-03-2014,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,36.534,53,7,"['Family', 'Animation', 'Adventure']",Medium,2014
13-12-2006,Arthur and the Invisibles,36.529,2412,6.4,"['Adventure', 'Fantasy', 'Animation', 'Family']",Medium,2006
12-10-2011,A Monster in Paris,36.527,1010,6.8,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Medium,2011
19-07-2019,Tokyo Ghoul 'S',36.514,67,6.9,"['Action', 'Horror', 'ScienceFiction', 'Fantasy']",Medium,2019
26-10-2018,The Nutcracker and the Four Realms,36.503,1812,6.1,"['Fantasy', 'Adventure', 'Family']",Medium,2018
26-02-2014,The Grand Budapest Hotel,36.5,12055,8.1,"['Comedy', 'Drama']",High,2014
31-05-2018,Upgrade,36.47,3262,7.5,"['Action', 'Thriller', 'ScienceFiction']",High,2018
04-08-2010,Step Up 3D,36.47,1647,6.8,"['Drama', 'Romance']",Medium,2010
17-06-2021,Impossible Things,36.466,82,9.1,"['Family', 'Drama']",High,2021
13-05-2016,Kill Command,36.461,467,5.5,"['Action', 'Horror', 'ScienceFiction']",Medium,2016
10-02-2017,Below Her Mouth,36.453,944,6.8,"['Drama', 'Romance']",Medium,2017
02-08-2016,A Cinderella Story: If the Shoe Fits,36.434,735,7.2,"['Comedy', 'Family', 'Fantasy', 'Music']",High,2016
03-05-2005,Kingdom of Heaven,36.433,3228,6.8,"['Drama', 'Action', 'Adventure', 'History', 'War']",Medium,2005
16-04-2015,Paul Blart: Mall Cop 2,36.414,1288,5.2,"['Action', 'Comedy', 'Family']",Medium,2015
15-01-2014,Jack Ryan: Shadow Recruit,36.399,2385,6.1,"['Action', 'Drama', 'Thriller']",Medium,2014
04-10-2006,The Departed,36.395,12139,8.2,"['Drama', 'Thriller', 'Crime']",High,2006
17-08-2016,Ben-Hur,36.375,1434,5.7,"['Action', 'History', 'Adventure', 'Drama']",Medium,2016
13-03-2009,Miss March,36.366,272,5.5,"['Comedy', 'Romance']",Medium,2009
07-02-2009,Blood and Bone,36.347,536,7.4,"['Action', 'Drama', 'Thriller']",High,2009
13-01-2011,Gnomeo & Juliet,36.336,1620,5.8,"['Animation', 'Family']",Medium,2011
26-02-2015,Everly,36.302,436,5.5,"['Thriller', 'Action']",Medium,2015
13-01-2011,The Mechanic,36.299,2549,6.4,"['Action', 'Thriller', 'Crime']",Medium,2011
20-09-1964,Goldfinger,36.298,2750,7.4,"['Adventure', 'Action', 'Thriller']",High,1964
16-02-2018,"Love, Simon",36.297,5287,8.1,"['Comedy', 'Drama', 'Romance']",High,2018
23-06-2017,The Beguiled,36.252,1864,5.9,['Drama'],Medium,2017
11-07-2013,Turbo,36.217,2626,6.2,"['Animation', 'Family']",Medium,2013
13-07-2001,Legally Blonde,36.208,3006,6.7,['Comedy'],Medium,2001
21-07-2016,Lights Out,36.206,3226,6.3,"['Horror', 'Thriller', 'Mystery']",Medium,2016
25-05-1990,Back to the Future Part III,36.202,8486,7.4,"['Adventure', 'Comedy', 'ScienceFiction']",High,1990
04-06-1982,Poltergeist,36.183,2256,7.1,['Horror'],High,1982
23-04-2016,I Am a Hero,36.174,251,7.3,"['Action', 'ScienceFiction', 'Fantasy', 'Horror']",High,2016
03-11-2002,Home Alone 4,36.155,959,4.5,"['Comedy', 'Family', 'TVMovie']",Low,2002
21-07-2017,Girls Trip,36.145,1311,6.8,['Comedy'],Medium,2017
26-09-2014,Playing It Cool,36.143,632,5.9,"['Comedy', 'Romance']",Medium,2014
02-10-2020,The Binding,36.136,188,5.5,"['Horror', 'Thriller', 'Drama']",Medium,2020
20-05-1998,Godzilla,36.134,3085,5.6,"['ScienceFiction', 'Action', 'Thriller']",Medium,1998
23-10-2020,Haunting of the Mary Celeste,36.121,28,5.8,['Horror'],Medium,2020
20-02-2020,Lassie Come Home,36.118,80,6.6,"['Adventure', 'Family']",Medium,2020
11-06-2001,Lara Croft: Tomb Raider,36.113,5142,5.9,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Medium,2001
17-03-2015,Avengers Grimm,36.107,89,4.2,"['Action', 'Fantasy']",Low,2015
11-06-1982,E.T. the Extra-Terrestrial,36.104,9309,7.5,"['ScienceFiction', 'Adventure', 'Family', 'Fantasy']",High,1982
12-10-2017,Los perros,36.102,16,5.7,['Drama'],Medium,2017
26-07-2017,Atomic Blonde,36.085,5315,6.4,"['Action', 'Thriller']",Medium,2017
15-05-2012,The Dictator,36.074,4735,6.1,['Comedy'],Medium,2012
21-11-2018,Robin Hood,36.072,2453,5.9,"['Adventure', 'Action', 'Thriller']",Medium,2018
05-10-2001,Training Day,36.062,4563,7.4,"['Action', 'Crime', 'Drama', 'Thriller']",High,2001
21-09-2017,The Lego Ninjago Movie,36.049,780,6.5,"['Family', 'Animation', 'Action', 'Adventure', 'Comedy']",Medium,2017
09-06-2009,Baby on Board,36.001,79,4.8,"['Comedy', 'Romance']",Low,2009
24-12-2011,Pixie Hollow Games,35.98,237,6.9,"['Animation', 'Family']",Medium,2011
20-03-1992,Basic Instinct,35.979,2889,6.9,"['Thriller', 'Mystery']",Medium,1992
03-10-2017,Sniper: Ultimate Kill,35.948,219,6.5,"['Action', 'Drama', 'Thriller']",Medium,2017
01-02-2017,Trinity Seven: Eternity Library & Alchemic Girl,35.938,44,7.4,"['Animation', 'Action', 'Comedy', 'Fantasy']",High,2017
18-12-2017,Bleeding Steel,35.912,375,5.9,"['Action', 'ScienceFiction', 'Thriller']",Medium,2017
31-08-2007,Halloween,35.911,1750,6.2,['Horror'],Medium,2007
14-10-2021,A World For Julius,35.909,29,7.2,"['Drama', 'TVMovie']",High,2021
20-02-2015,The DUFF,35.894,3946,6.8,"['Romance', 'Comedy']",Medium,2015
01-05-2018,Tremors: A Cold Day in Hell,35.893,298,6,"['Action', 'Adventure', 'ScienceFiction', 'Fantasy', 'Comedy', 'Horror']",Medium,2018
27-05-2017,Resident Evil: Vendetta,35.893,730,6.9,"['Animation', 'Horror', 'Adventure', 'Mystery', 'Action', 'ScienceFiction']",Medium,2017
06-08-2004,The Princess Diaries 2: Royal Engagement,35.89,2712,6.6,"['Comedy', 'Drama', 'Family', 'Romance']",Medium,2004
17-08-2011,The Skin I Live In,35.867,3422,7.5,"['Thriller', 'Drama', 'Horror']",High,2011
17-07-1987,RoboCop,35.864,3868,7.3,"['Action', 'Thriller', 'ScienceFiction']",High,1987
04-10-2013,Curse of Chucky,35.86,1195,5.8,"['Horror', 'Thriller']",Medium,2013
12-01-2006,Underworld: Evolution,35.858,3322,6.6,"['Fantasy', 'Action', 'Thriller']",Medium,2006
21-11-2003,Oldboy,35.848,6500,8.3,"['Drama', 'Thriller', 'Mystery', 'Action']",High,2003
09-05-2006,Cashback,35.844,926,7,"['Drama', 'Comedy', 'Romance']",Medium,2006
06-01-2018,"Love, Chunibyo & Other Delusions! Take On Me",35.843,68,7.9,"['Animation', 'Comedy', 'Fantasy']",High,2018
14-07-2022,Bullet Train,35.832,0,0,"['Action', 'Thriller']",,2022
23-05-1984,Once Upon a Time in America,35.818,4053,8.4,"['Drama', 'Crime']",High,1984
12-06-2009,Seven Minutes,35.806,8,3.8,['Comedy'],Low,2009
04-07-2001,Cats & Dogs,35.783,1298,5.4,"['Family', 'Comedy']",Medium,2001
12-02-2020,To All the Boys: P.S. I Still Love You,35.775,2158,6.9,"['Romance', 'Comedy']",Medium,2020
26-04-2014,Tamako Love Story,35.774,105,7,"['Romance', 'Animation', 'Comedy']",Medium,2014
22-10-2021,Little Big Mouth,35.772,22,5.6,['Comedy'],Medium,2021
19-04-2018,I Feel Pretty,35.77,1804,6.4,"['Comedy', 'Romance']",Medium,2018
14-10-2020,The Three Deaths of Marisela Escobedo,35.767,183,9,"['Documentary', 'Crime']",High,2020
24-12-2013,Lone Survivor,35.759,3421,7.4,"['War', 'Action', 'Drama', 'History']",High,2013
03-11-2017,Murder on the Orient Express,35.756,8138,6.7,"['Mystery', 'Crime', 'Drama']",Medium,2017
01-02-2013,Berserk: The Golden Age Arc III - The Advent,35.748,233,7.6,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",High,2013
13-03-2009,The Last House on the Left,35.748,1303,6.4,"['Crime', 'Thriller', 'Horror', 'Drama']",Medium,2009
19-12-1986,Platoon,35.744,3466,7.7,"['Drama', 'War', 'Action']",High,1986
15-05-1998,Quest for Camelot,35.742,655,6.9,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",Medium,1998
26-06-2009,My Sister's Keeper,35.725,1733,7.4,['Drama'],High,2009
22-05-2007,Death Proof,35.701,4015,6.8,"['Action', 'Thriller']",Medium,2007
30-11-1991,Sex and Zen,35.699,41,5.5,"['Drama', 'Adventure', 'Comedy', 'Romance']",Medium,1991
16-01-2020,The Heist of the Century,35.692,598,7.9,"['Comedy', 'Thriller', 'Crime']",High,2020
21-08-2017,Renegades,35.662,264,5.7,"['Thriller', 'Action']",Medium,2017
06-06-2002,Jack Black: Spider-Man,35.66,21,6.7,['Comedy'],Medium,2002
27-10-2017,Let There Be Light,35.65,49,6.2,['Drama'],Medium,2017
25-12-2018,On the Basis of Sex,35.636,810,7.4,"['Drama', 'History']",High,2018
24-12-1981,Mad Max 2,35.632,2762,7.4,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']",High,1981
25-07-2018,The Darkest Minds,35.611,2226,7,"['ScienceFiction', 'Action', 'Drama', 'Romance', 'Adventure', 'Thriller']",Medium,2018
18-01-2013,Broken City,35.603,1189,5.9,"['Thriller', 'Crime', 'Drama']",Medium,2013
23-12-2010,Inazuma Eleven: The Movie,35.586,72,7.5,"['Fantasy', 'Animation']",High,2010
20-10-2017,The Killing of a Sacred Deer,35.569,2862,7,"['Drama', 'Thriller', 'Mystery']",Medium,2017
09-04-2004,Shaun of the Dead,35.568,6761,7.5,"['Horror', 'Comedy']",High,2004
10-09-2021,Blue Bayou,35.564,114,7.6,['Drama'],High,2021
07-03-2013,Oz the Great and Powerful,35.554,5852,5.9,"['Fantasy', 'Adventure', 'Family']",Medium,2013
12-01-2018,Batman: Gotham by Gaslight,35.535,536,6.7,"['Thriller', 'Action', 'Animation', 'ScienceFiction']",Medium,2018
15-03-2015,Child 44,35.533,1348,6.2,"['Crime', 'Thriller']",Medium,2015
13-05-1988,Friday the 13th Part VII: The New Blood,35.532,728,5.5,"['Horror', 'Thriller']",Medium,1988
16-01-2004,Torque,35.524,417,5.1,['Action'],Medium,2004
18-12-2013,Walking with Dinosaurs,35.517,376,6,"['Animation', 'Family', 'Adventure']",Medium,2013
07-06-2021,Security,35.507,138,5.7,['Thriller'],Medium,2021
13-02-2018,Lego DC Comics Super Heroes: The Flash,35.507,163,6.8,"['Adventure', 'Animation', 'Comedy', 'Family', 'ScienceFiction']",Medium,2018
26-05-2019,Game of Thrones: The Last Watch,35.502,270,7.1,"['Documentary', 'TVMovie']",High,2019
25-05-1983,Return of the Jedi,35.501,12482,7.9,"['Adventure', 'Action', 'ScienceFiction']",High,1983
19-03-2021,Happily,35.487,61,5.7,"['Comedy', 'Romance', 'Thriller']",Medium,2021
11-11-2016,Lady Bloodfight,35.454,119,6.6,"['Action', 'Thriller']",Medium,2016
04-10-2018,Constantine: City of Demons - The Movie,35.453,417,7.9,"['Fantasy', 'Animation', 'Horror', 'Action']",High,2018
01-09-2012,The Iceman,35.443,806,6.5,"['Thriller', 'Crime', 'Drama']",Medium,2012
29-01-2021,Malcolm & Marie,35.437,1047,7,"['Drama', 'Romance']",Medium,2021
08-10-1993,Demolition Man,35.436,2837,6.6,"['Crime', 'Action', 'ScienceFiction']",Medium,1993
07-02-2012,Puss in Boots: The Three Diablos,35.433,322,6.6,"['Adventure', 'Animation', 'Comedy', 'Family']",Medium,2012
02-08-1991,Return to the Blue Lagoon,35.432,707,6,"['Adventure', 'Drama']",Medium,1991
17-10-2019,The Kill Team,35.426,298,6.6,"['War', 'Action', 'Drama']",Medium,2019
16-07-1999,Eyes Wide Shut,35.422,4652,7.5,"['Drama', 'Thriller', 'Mystery']",High,1999
27-10-2021,Passing,35.406,168,6.5,['Drama'],Medium,2021
25-03-2011,Diary of a Wimpy Kid: Rodrick Rules,35.401,850,6.6,"['Family', 'Comedy']",Medium,2011
01-11-2013,Euphoria,35.396,1,2,['Drama'],Low,2013
12-08-2014,TEKKEN: Kazuya's Revenge,35.375,66,4.1,['Action'],Low,2014
21-03-1997,Selena,35.367,985,7.8,"['Music', 'Drama', 'History']",High,1997
09-11-2017,Paddington 2,35.338,1664,7.5,"['Adventure', 'Comedy', 'Family']",High,2017
11-10-2018,First Man,35.335,4395,7,"['History', 'Drama']",Medium,2018
14-02-2008,Step Up 2: The Streets,35.331,1942,6.7,"['Music', 'Drama', 'Romance']",Medium,2008
02-10-2002,The Transporter,35.325,4243,6.7,"['Action', 'Crime', 'Thriller']",Medium,2002
13-04-2004,13 Going on 30,35.313,4165,6.7,"['Comedy', 'Fantasy', 'Romance']",Medium,2004
29-06-2005,Fantastic Four,35.313,7911,5.8,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Medium,2005
29-10-2020,A Gruta,35.28,65,6.4,['Horror'],Medium,2020
01-07-1994,Baby's Day Out,35.276,996,6.2,"['Family', 'Comedy', 'Adventure', 'Crime']",Medium,1994
21-11-1991,An American Tail: Fievel Goes West,35.266,588,6.3,"['Adventure', 'Animation', 'Family', 'Western']",Medium,1991
13-08-1982,Friday the 13th Part III,35.264,989,5.8,['Horror'],Medium,1982
01-11-2015,The Peanuts Movie,35.247,1303,6.8,"['Adventure', 'Comedy', 'Animation', 'Family']",Medium,2015
23-06-2006,Click,35.245,5745,6.2,"['Comedy', 'Drama', 'Fantasy']",Medium,2006
27-07-2018,Teen Titans Go! To the Movies,35.242,914,7.4,"['Animation', 'Action', 'Comedy', 'ScienceFiction']",High,2018
01-06-2017,Captain Underpants: The First Epic Movie,35.237,947,6.2,"['Family', 'Action', 'Animation', 'Comedy']",Medium,2017
21-04-2017,Sand Castle,35.236,610,6.5,"['War', 'Action', 'Drama']",Medium,2017
31-03-2022,The Northman,35.235,0,0,"['Action', 'Adventure', 'Drama']",,2022
13-11-2018,Instant Family,35.207,2221,7.6,"['Comedy', 'Drama']",High,2018
04-06-2010,Killers,35.202,1852,5.9,"['Action', 'Comedy', 'Thriller', 'Romance']",Medium,2010
13-11-1992,Bram Stoker's Dracula,35.199,3899,7.4,"['Romance', 'Horror']",High,1992
22-03-2007,The Hills Have Eyes 2,35.184,1095,5.5,"['Horror', 'Thriller']",Medium,2007
07-02-2018,Peter Rabbit,35.165,1402,6.7,"['Animation', 'Adventure', 'Family']",Medium,2018
06-09-1978,Dr. Strange,35.163,64,6.4,"['TVMovie', 'Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Medium,1978
20-12-2019,Togo,35.16,1422,8.2,"['Adventure', 'Family']",High,2019
04-06-1998,The Truman Show,35.128,14393,8.1,"['Comedy', 'Drama']",High,1998
18-11-2016,The Edge of Seventeen,35.126,3435,7.2,"['Comedy', 'Drama']",High,2016
12-08-2021,Lamb,35.123,292,6.5,"['Drama', 'Mystery', 'Fantasy', 'Horror']",Medium,2021
22-01-2009,Underworld: Rise of the Lycans,35.094,2979,6.5,"['Fantasy', 'Action', 'Thriller']",Medium,2009
22-09-2017,Only the Brave,35.082,1170,7.4,"['Drama', 'Action', 'History']",High,2017
26-02-2020,The Invisible Man,35.07,4420,7.2,"['Thriller', 'ScienceFiction', 'Horror']",High,2020
22-06-1990,RoboCop 2,35.056,1379,5.9,"['Action', 'Adventure', 'Crime', 'ScienceFiction', 'Thriller']",Medium,1990
03-05-2006,Mission: Impossible III,35.055,5262,6.7,"['Adventure', 'Action', 'Thriller']",Medium,2006
23-10-2014,Stonehearst Asylum,35.051,1121,6.8,['Thriller'],Medium,2014
26-07-2012,Step Up Revolution,35.044,1793,6.9,"['Music', 'Drama', 'Romance']",Medium,2012
25-06-1982,The Thing,35.039,5158,8,"['Horror', 'Mystery', 'ScienceFiction']",High,1982
17-05-2006,Over the Hedge,35.028,3617,6.5,"['Family', 'Comedy', 'Animation']",Medium,2006
04-02-2016,Robinson Crusoe,35.024,262,5.8,"['Animation', 'Adventure', 'Comedy', 'Family']",Medium,2016
22-09-2016,USS Indianapolis: Men of Courage,35.015,505,5.9,"['Action', 'War']",Medium,2016
17-09-1999,Blue Streak,35.014,1145,6.4,"['Action', 'Comedy', 'Crime']",Medium,1999
20-04-2007,Vacancy,35.003,1074,6.2,"['Horror', 'Thriller']",Medium,2007
15-07-2008,Batman Unmasked: The Psychology of the Dark Knight,34.996,37,7.5,['Documentary'],High,2008
27-04-2005,xXx: State of the Union,34.996,1481,5,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Low,2005
13-10-2017,Professor Marston and the Wonder Women,34.945,689,7.3,"['Drama', 'Romance']",High,2017
14-01-2005,Coach Carter,34.93,2081,7.5,"['Drama', 'History']",High,2005
08-09-2017,Lady Bird,34.927,6902,7.3,"['Drama', 'Comedy']",High,2017
28-08-2015,The Wave,34.926,1024,6.7,['Thriller'],Medium,2015
27-04-2019,The Big Trip,34.921,48,7.1,"['Animation', 'Comedy', 'Adventure', 'Family']",High,2019
21-02-2013,Dark Skies,34.921,1449,6.3,"['ScienceFiction', 'Thriller', 'Horror']",Medium,2013
21-12-2010,Little Fockers,34.915,2702,5.6,"['Comedy', 'Romance']",Medium,2010
11-01-2018,The Commuter,34.861,3700,6.3,"['Action', 'Thriller', 'Mystery']",Medium,2018
24-10-2011,The Adventures of Tintin,34.861,4487,6.9,"['Adventure', 'Animation', 'Mystery']",Medium,2011
16-11-1995,GoldenEye,34.854,3043,6.9,"['Adventure', 'Action', 'Thriller']",Medium,1995
30-07-2010,Charlie St. Cloud,34.851,1911,7,"['Romance', 'Drama']",Medium,2010
19-07-1995,Clueless,34.832,3399,7.3,"['Comedy', 'Romance']",High,1995
14-06-2002,The Bourne Identity,34.825,7619,7.4,"['Action', 'Drama', 'Mystery', 'Thriller']",High,2002
26-08-1971,Die goldene Banane von Bad Porno,34.805,6,5.2,['Comedy'],Medium,1971
22-10-2006,Flushed Away,34.787,3027,6.2,"['Adventure', 'Animation', 'Comedy', 'Family']",Medium,2006
26-11-2014,Horrible Bosses 2,34.781,3518,6.2,['Comedy'],Medium,2014
06-11-2009,The Fourth Kind,34.767,1266,6.2,"['Mystery', 'ScienceFiction', 'Thriller']",Medium,2009
23-07-2021,The Last Letter From Your Lover,34.762,387,7.5,"['Drama', 'Romance']",High,2021
11-03-2020,The Hunt,34.746,2203,6.6,"['Action', 'Thriller', 'Horror']",Medium,2020
23-07-2021,The Cover,34.737,34,6.7,"['Comedy', 'Romance', 'Music']",Medium,2021
16-09-2005,Scars,34.736,74,7.2,['Drama'],High,2005
11-11-1994,Interview with the Vampire,34.735,4554,7.4,"['Horror', 'Drama', 'Fantasy']",High,1994
09-03-2012,The Raven,34.724,1054,6.3,"['Crime', 'Thriller', 'Mystery']",Medium,2012
31-03-2019,Batman vs. Teenage Mutant Ninja Turtles,34.719,331,7.2,"['Animation', 'Action', 'Family']",High,2019
11-09-2015,90 Minutes in Heaven,34.713,118,6.1,['Drama'],Medium,2015
11-01-2022,Run and Gun,34.7,2,6.3,"['Action', 'Thriller']",Medium,2022
05-02-2002,The Hunchback of Notre Dame II,34.696,636,5.3,"['Animation', 'Family', 'Comedy']",Medium,2002
10-07-2004,A Cinderella Story,34.681,2685,6.5,['Comedy'],Medium,2004
10-04-1991,Hook,34.671,4359,6.8,"['Adventure', 'Fantasy', 'Comedy', 'Family']",Medium,1991
28-08-2009,Wizards of Waverly Place: The Movie,34.649,1228,6.6,"['Family', 'TVMovie', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",Medium,2009
10-04-1957,12 Angry Men,34.638,6227,8.5,['Drama'],High,1957
11-12-2008,Inkheart,34.637,1761,6.3,"['Adventure', 'Family', 'Fantasy']",Medium,2008
08-03-2022,The Girl on the Mountain,34.635,1,6,"['Thriller', 'Drama']",Medium,2022
12-09-2008,Eden Lake,34.631,1285,6.8,"['Horror', 'Thriller']",Medium,2008
28-07-2009,Green Lantern: First Flight,34.629,324,7,"['Action', 'Adventure', 'Animation', 'Fantasy', 'ScienceFiction']",Medium,2009
07-02-2013,Identity Thief,34.624,2891,5.8,"['Comedy', 'Crime']",Medium,2013
12-07-1990,Ghost,34.603,4498,7.2,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",High,1990
10-09-2020,Run Hide Fight,34.598,218,6.6,"['Action', 'Crime', 'Thriller']",Medium,2020
26-04-2007,28 Weeks Later,34.59,3332,6.6,"['Horror', 'Thriller', 'ScienceFiction']",Medium,2007
19-10-2006,The Prestige,34.577,12790,8.2,"['Drama', 'Mystery', 'ScienceFiction']",High,2006
22-03-2018,Midnight Sun,34.57,2932,7.8,"['Romance', 'Drama']",High,2018
09-06-2000,Gone in Sixty Seconds,34.548,3487,6.4,"['Action', 'Crime', 'Thriller']",Medium,2000
10-11-2016,Fallen,34.546,1422,6.1,"['Drama', 'Fantasy', 'Romance']",Medium,2016
01-12-2017,The Shape of Water,34.544,10469,7.2,"['Drama', 'Fantasy', 'Romance']",High,2017
11-02-2008,Ben 10: Race Against Time,34.523,234,5.8,"['Action', 'Family', 'ScienceFiction']",Medium,2008
09-11-2017,Daddy's Home 2,34.515,2028,6.3,['Comedy'],Medium,2017
22-05-2014,The Babadook,34.512,5009,6.5,"['Drama', 'Horror']",Medium,2014
02-11-2001,The One,34.499,1209,6.1,"['Action', 'ScienceFiction', 'Thriller']",Medium,2001
29-11-2018,The Possession of Hannah Grace,34.485,1026,5.6,"['Horror', 'Drama']",Medium,2018
16-04-2015,The Age of Adaline,34.462,5406,7.5,"['Romance', 'Fantasy', 'Drama']",High,2015
01-09-2020,The Haunting of Margam Castle,34.46,38,5.8,['Horror'],Medium,2020
11-12-1965,Thunderball,34.453,1673,6.6,"['Adventure', 'Action', 'Thriller']",Medium,1965
03-08-2017,Wind River,34.439,4056,7.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",High,2017
